"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
1346	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{CDX2},{FLT1},{FLT3},{MTUS2},{PAN3},{PDX1},{POMP},{SLC46A3},{URAD}"	"{ENSG00000102755},{ENSG00000122025},{ENSG00000132938},{ENSG00000132963},{ENSG00000139508},{ENSG00000139515},{ENSG00000152520},{ENSG00000165556},{ENSG00000183463}"
1347	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{CDX2},{FLT3},{GSX1},{GTF3A},{LNX2},{MTIF3},{PDX1},{POLR1D},{RASL11A},{RPL21},{URAD},{USP12}"	"{ENSG00000122025},{ENSG00000122026},{ENSG00000122033},{ENSG00000122034},{ENSG00000122035},{ENSG00000139515},{ENSG00000139517},{ENSG00000152484},{ENSG00000165556},{ENSG00000169840},{ENSG00000183463},{ENSG00000186184}"
1348	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{CCN6},{ENSG00000281613},{FAM229B},{FYN},{LAMA4},{REV3L},{TRAF3IP2},{TUBE1}"	"{ENSG00000009413},{ENSG00000010810},{ENSG00000056972},{ENSG00000074935},{ENSG00000112761},{ENSG00000112769},{ENSG00000203778},{ENSG00000281613}"
1349	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{C21orf62},{CRYZL1},{DNAJC28},{DONSON},{ENSG00000249209},{ENSG00000249624},{GART},{IFNAR1},{IFNAR2},{IFNGR2},{IL10RB},{ITSN1},{OLIG1},{OLIG2},{PAXBP1},{SON},{TMEM50B}"	"{ENSG00000142166},{ENSG00000142188},{ENSG00000159086},{ENSG00000159110},{ENSG00000159128},{ENSG00000159131},{ENSG00000159140},{ENSG00000159147},{ENSG00000177692},{ENSG00000184221},{ENSG00000205726},{ENSG00000205758},{ENSG00000205927},{ENSG00000205929},{ENSG00000243646},{ENSG00000249209},{ENSG00000249624}"
1350	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{ENSG00000282278},{KDR},{KIT},{PDGFRA}"	"{ENSG00000128052},{ENSG00000134853},{ENSG00000157404},{ENSG00000282278}"
1351	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{ADGRB2},{BSDC1},{CCDC28B},{DCDC2B},{EIF3I},{ENSG00000254553},{ENSG00000288678},{FAM167B},{FAM229A},{HDAC1},{IQCC},{KHDRBS1},{KIAA1522},{KPNA6},{LCK},{MARCKSL1},{PTP4A2},{RBBP4},{SPOCD1},{SYNC},{TMEM234},{TMEM39B},{TSSK3},{TXLNA},{ZBTB8A},{ZBTB8B},{ZBTB8OS}"	"{ENSG00000025800},{ENSG00000084623},{ENSG00000084652},{ENSG00000116478},{ENSG00000121753},{ENSG00000121774},{ENSG00000121775},{ENSG00000134668},{ENSG00000160050},{ENSG00000160051},{ENSG00000160055},{ENSG00000160058},{ENSG00000160062},{ENSG00000162520},{ENSG00000162521},{ENSG00000162522},{ENSG00000162526},{ENSG00000175130},{ENSG00000176261},{ENSG00000182866},{ENSG00000183615},{ENSG00000184007},{ENSG00000222046},{ENSG00000225828},{ENSG00000254553},{ENSG00000273274},{ENSG00000288678}"
1352	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{CHCHD7},{LYN},{MOS},{PENK},{PLAG1},{RPS20},{SDR16C5},{TGS1},{TMEM68},{XKR4}"	"{ENSG00000008988},{ENSG00000137574},{ENSG00000167904},{ENSG00000170786},{ENSG00000170791},{ENSG00000172680},{ENSG00000181195},{ENSG00000181690},{ENSG00000206579},{ENSG00000254087}"
1353	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{CHIC2},{ENSG00000282278},{FIP1L1},{GSX2},{LNX1},{PDGFRA},{SCFD2}"	"{ENSG00000072201},{ENSG00000109220},{ENSG00000134853},{ENSG00000145216},{ENSG00000180613},{ENSG00000184178},{ENSG00000282278}"
1354	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{CCSER1},{GPRIN3},{MMRN1},{SNCA}"	"{ENSG00000138722},{ENSG00000145335},{ENSG00000184305},{ENSG00000185477}"
1355	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{BLCAP},{CTNNBL1},{DSN1},{GHRH},{MANBAL},{MROH8},{NDRG3},{NNAT},{RBL1},{RPN2},{SAMHD1},{SOGA1},{SRC},{TLDC2}"	"{ENSG00000053438},{ENSG00000080839},{ENSG00000101079},{ENSG00000101342},{ENSG00000101347},{ENSG00000101353},{ENSG00000101363},{ENSG00000118702},{ENSG00000118705},{ENSG00000132792},{ENSG00000149636},{ENSG00000149639},{ENSG00000166619},{ENSG00000197122}"
1356	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{C9orf72},{CAAP1},{EQTN},{IFNK},{IFT74},{LRRC19},{MOB3B},{PLAA},{TEK}"	"{ENSG00000096872},{ENSG00000120156},{ENSG00000120159},{ENSG00000120160},{ENSG00000120162},{ENSG00000137055},{ENSG00000147894},{ENSG00000147896},{ENSG00000184434}"
1357	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	"{ADCYAP1},{CETN1},{CLUL1},{COLEC12},{ENOSF1},{THOC1},{TYMS},{YES1}"	"{ENSG00000079101},{ENSG00000079134},{ENSG00000132199},{ENSG00000141433},{ENSG00000158270},{ENSG00000176105},{ENSG00000176890},{ENSG00000177143}"
1358	"Leukemia, Myeloid, Acute"	"{ABL1},{AIF1L},{ASS1},{ENSG00000288570},{EXOSC2},{FAM78A},{FIBCD1},{FUBP3},{HMCN2},{LAMC3},{NUP214},{PLPP7},{PRDM12},{QRFP}"	"{ENSG00000050555},{ENSG00000097007},{ENSG00000107164},{ENSG00000126878},{ENSG00000126882},{ENSG00000126883},{ENSG00000130707},{ENSG00000130711},{ENSG00000130713},{ENSG00000130720},{ENSG00000148357},{ENSG00000160539},{ENSG00000188710},{ENSG00000288570}"
1359	"Leukemia, Myeloid, Acute"	"{ANPEP},{AP3S2},{ARPIN},{ARPIN-AP3S2},{CIB1},{ENSG00000261147},{ENSG00000275674},{ENSG00000284626},{GDPGP1},{IDH2},{IQGAP1},{KIF7},{MESP1},{MESP2},{NGRN},{PEX11A},{PLIN1},{RHCG},{SEMA4B},{TICRR},{TTLL13},{WDR93},{ZNF710},{ZNF774}"	"{ENSG00000140519},{ENSG00000140527},{ENSG00000140534},{ENSG00000140548},{ENSG00000140575},{ENSG00000157823},{ENSG00000166813},{ENSG00000166819},{ENSG00000166821},{ENSG00000166823},{ENSG00000166825},{ENSG00000182054},{ENSG00000182768},{ENSG00000183208},{ENSG00000185033},{ENSG00000185043},{ENSG00000188095},{ENSG00000196391},{ENSG00000213471},{ENSG00000242498},{ENSG00000250021},{ENSG00000261147},{ENSG00000275674},{ENSG00000284626}"
1360	"Leukemia, Myeloid, Acute"	"{AXL},{B3GNT8},{B9D2},{BCKDHA},{C19orf54},{CCDC97},{CEACAM21},{CEACAM4},{CEACAM5},{CEACAM7},{CYP2A13},{CYP2A6},{CYP2A7},{CYP2B6},{CYP2F1},{CYP2S1},{DMAC2},{EGLN2},{ENSG00000255730},{ENSG00000267881},{ENSG00000268797},{ERICH4},{EXOSC5},{HNRNPUL1},{MIA},{MIA-RAB4B},{RAB4B},{RAB4B-EGLN2},{SNRPA},{TGFB1},{TMEM91}"	"{ENSG00000007129},{ENSG00000007306},{ENSG00000077312},{ENSG00000077348},{ENSG00000105323},{ENSG00000105329},{ENSG00000105341},{ENSG00000105352},{ENSG00000105388},{ENSG00000123810},{ENSG00000142039},{ENSG00000142046},{ENSG00000167578},{ENSG00000167600},{ENSG00000167601},{ENSG00000171570},{ENSG00000177191},{ENSG00000188493},{ENSG00000197408},{ENSG00000197446},{ENSG00000197838},{ENSG00000198077},{ENSG00000204978},{ENSG00000248098},{ENSG00000255730},{ENSG00000255974},{ENSG00000261857},{ENSG00000267881},{ENSG00000268797},{ENSG00000268975},{ENSG00000269858}"
1361	"Leukemia, Myeloid, Acute"	"{BCL2},{KDSR},{PHLPP1},{SERPINB11},{SERPINB12},{SERPINB13},{SERPINB3},{SERPINB4},{SERPINB5},{VPS4B}"	"{ENSG00000057149},{ENSG00000081913},{ENSG00000119537},{ENSG00000119541},{ENSG00000166634},{ENSG00000171791},{ENSG00000197641},{ENSG00000206072},{ENSG00000206073},{ENSG00000206075}"
1362	"Leukemia, Myeloid, Acute"	"{BCR},{GGTLC2},{GNAZ},{IGLL5},{PRAME},{RAB36},{RSPH14},{ZNF280A},{ZNF280B}"	"{ENSG00000100121},{ENSG00000100218},{ENSG00000100228},{ENSG00000128266},{ENSG00000169548},{ENSG00000185686},{ENSG00000186716},{ENSG00000254709},{ENSG00000275004}"
1363	"Leukemia, Myeloid, Acute"	"{AP2B1},{C17orf50},{CCL14},{CCL15},{CCL15-CCL14},{CCL16},{CCL18},{CCL23},{CCL3},{CCL3L1},{CCL4},{CCL4L2},{CCL5},{GAS2L2},{GGNBP2},{HEATR9},{LYZL6},{MMP28},{MYO19},{PIGW},{RASL10B},{RDM1},{TAF15},{TBC1D3B},{TBC1D3F},{TBC1D3G},{TBC1D3H},{TBC1D3I},{ZNHIT3}"	"{ENSG00000006125},{ENSG00000260287},{ENSG00000270379},{ENSG00000270647},{ENSG00000270765},{ENSG00000270806},{ENSG00000270885},{ENSG00000271447},{ENSG00000271503},{ENSG00000273611},{ENSG00000274226},{ENSG00000274736},{ENSG00000274808},{ENSG00000274933},{ENSG00000275152},{ENSG00000275302},{ENSG00000275385},{ENSG00000275688},{ENSG00000275718},{ENSG00000275722},{ENSG00000275954},{ENSG00000276070},{ENSG00000276085},{ENSG00000276409},{ENSG00000277161},{ENSG00000277632},{ENSG00000278023},{ENSG00000278259},{ENSG00000278311}"
1364	"Leukemia, Myeloid, Acute"	"{C17orf50},{CCL14},{CCL15},{CCL15-CCL14},{CCL16},{CCL18},{CCL23},{CCL3},{CCL3L1},{CCL4},{CCL4L2},{CCL5},{DHRS11},{GGNBP2},{HEATR9},{LYZL6},{MMP28},{MRM1},{MYO19},{PIGW},{RDM1},{TAF15},{TBC1D3B},{TBC1D3F},{TBC1D3G},{TBC1D3H},{TBC1D3I},{ZNHIT3}"	"{ENSG00000260287},{ENSG00000270379},{ENSG00000270647},{ENSG00000270806},{ENSG00000271447},{ENSG00000271503},{ENSG00000273611},{ENSG00000274226},{ENSG00000274736},{ENSG00000274808},{ENSG00000274933},{ENSG00000275152},{ENSG00000275302},{ENSG00000275385},{ENSG00000275688},{ENSG00000275718},{ENSG00000275722},{ENSG00000275954},{ENSG00000276070},{ENSG00000276085},{ENSG00000276409},{ENSG00000277161},{ENSG00000277632},{ENSG00000278023},{ENSG00000278259},{ENSG00000278311},{ENSG00000278535},{ENSG00000278619}"
1365	"Leukemia, Myeloid, Acute"	"{ADPRS},{AGO3},{COL8A2},{CSF3R},{EVA1B},{GRIK3},{LSM10},{MAP7D1},{MRPS15},{OSCP1},{SH3D21},{STK40},{TEKT2},{THRAP3},{TRAPPC3}"	"{ENSG00000054116},{ENSG00000054118},{ENSG00000092850},{ENSG00000116863},{ENSG00000116871},{ENSG00000116885},{ENSG00000116898},{ENSG00000119535},{ENSG00000126070},{ENSG00000142694},{ENSG00000163873},{ENSG00000171812},{ENSG00000181817},{ENSG00000196182},{ENSG00000214193}"
1366	"Leukemia, Myeloid, Acute"	"{ADGRA2},{ADRB3},{ASH2L},{BAG4},{BRF2},{DDHD2},{EIF4EBP1},{ENSG00000285880},{FGFR1},{GOT1L1},{LETM2},{LSM1},{NSD3},{PLPP5},{RAB11FIP1},{STAR},{TACC1}"	"{ENSG00000020181},{ENSG00000077782},{ENSG00000085788},{ENSG00000104221},{ENSG00000129691},{ENSG00000147465},{ENSG00000147526},{ENSG00000147535},{ENSG00000147548},{ENSG00000156675},{ENSG00000156735},{ENSG00000165046},{ENSG00000169154},{ENSG00000175324},{ENSG00000187840},{ENSG00000188778},{ENSG00000285880}"
1367	"Leukemia, Myeloid, Acute"	"{ATE1},{FGFR2},{NSMCE4A},{TACC2}"	"{ENSG00000066468},{ENSG00000107669},{ENSG00000107672},{ENSG00000138162}"
1368	"Leukemia, Myeloid, Acute"	"{C4orf48},{ENSG00000290263},{FAM53A},{FGFR3},{HAUS3},{LETM1},{MAEA},{MXD4},{NAT8L},{NELFA},{NKX1-1},{NSD2},{POLN},{SLBP},{TACC3},{TMEM129},{UVSSA},{ZFYVE28}"	"{ENSG00000013810},{ENSG00000068078},{ENSG00000090316},{ENSG00000109685},{ENSG00000123933},{ENSG00000130997},{ENSG00000159733},{ENSG00000163945},{ENSG00000163950},{ENSG00000168924},{ENSG00000168936},{ENSG00000174137},{ENSG00000185049},{ENSG00000185818},{ENSG00000214367},{ENSG00000235608},{ENSG00000243449},{ENSG00000290263}"
1369	"Leukemia, Myeloid, Acute"	"{CDHR2},{DBN1},{DDX41},{DOK3},{EIF4E1B},{F12},{FAM193B},{FGFR4},{GPRIN1},{GRK6},{HK3},{LMAN2},{MXD3},{NSD1},{PDLIM7},{PFN3},{PRELID1},{PRR7},{RAB24},{RGS14},{SLC34A1},{SNCB},{TMED9},{TSPAN17},{UIMC1},{UNC5A},{ZNF346}"	"{ENSG00000048140},{ENSG00000074276},{ENSG00000074317},{ENSG00000087206},{ENSG00000113758},{ENSG00000113761},{ENSG00000113763},{ENSG00000131183},{ENSG00000131187},{ENSG00000131188},{ENSG00000146067},{ENSG00000146094},{ENSG00000160867},{ENSG00000160883},{ENSG00000165671},{ENSG00000169220},{ENSG00000169223},{ENSG00000169228},{ENSG00000169230},{ENSG00000169258},{ENSG00000175766},{ENSG00000183258},{ENSG00000184840},{ENSG00000196570},{ENSG00000196923},{ENSG00000198055},{ENSG00000213347}"
1370	"Leukemia, Myeloid, Acute"	"{CDX2},{FLT1},{FLT3},{GSX1},{PAN3},{PDX1},{POLR1D},{POMP},{SLC46A3},{URAD}"	"{ENSG00000102755},{ENSG00000122025},{ENSG00000132963},{ENSG00000139508},{ENSG00000139515},{ENSG00000152520},{ENSG00000165556},{ENSG00000169840},{ENSG00000183463},{ENSG00000186184}"
1371	"Leukemia, Myeloid, Acute"	"{CDX2},{FLT1},{FLT3},{GSX1},{PAN3},{PDX1},{POLR1D},{POMP},{SLC46A3},{URAD}"	"{ENSG00000102755},{ENSG00000122025},{ENSG00000132963},{ENSG00000139508},{ENSG00000139515},{ENSG00000152520},{ENSG00000165556},{ENSG00000169840},{ENSG00000183463},{ENSG00000186184}"
1372	"Leukemia, Myeloid, Acute"	"{C2orf80},{CCNYL1},{CRYGA},{CRYGB},{CRYGC},{CRYGD},{FZD5},{IDH1},{PIKFYVE},{PLEKHM3},{PTH2R}"	"{ENSG00000115020},{ENSG00000118231},{ENSG00000138413},{ENSG00000144407},{ENSG00000163249},{ENSG00000163251},{ENSG00000163254},{ENSG00000168582},{ENSG00000178385},{ENSG00000182187},{ENSG00000188674}"
1373	"Leukemia, Myeloid, Acute"	"{ANPEP},{AP3S2},{ARPIN},{ARPIN-AP3S2},{CIB1},{CRTC3},{ENSG00000261147},{ENSG00000275674},{ENSG00000284626},{GDPGP1},{IDH2},{IQGAP1},{KIF7},{MESP1},{MESP2},{NGRN},{PEX11A},{PLIN1},{SEMA4B},{TICRR},{TTLL13},{WDR93},{ZNF710},{ZNF774}"	"{ENSG00000140527},{ENSG00000140534},{ENSG00000140548},{ENSG00000140575},{ENSG00000140577},{ENSG00000157823},{ENSG00000166813},{ENSG00000166819},{ENSG00000166821},{ENSG00000166823},{ENSG00000166825},{ENSG00000182054},{ENSG00000182768},{ENSG00000183208},{ENSG00000185033},{ENSG00000185043},{ENSG00000188095},{ENSG00000196391},{ENSG00000213471},{ENSG00000242498},{ENSG00000250021},{ENSG00000261147},{ENSG00000275674},{ENSG00000284626}"
1374	"Leukemia, Myeloid, Acute"	"{CLSTN1},{CTNNBIP1},{H6PD},{LZIC},{NMNAT1},{PIK3CD},{RBP7},{SLC25A33},{SPSB1},{TMEM201},{UBE4B}"	"{ENSG00000049239},{ENSG00000130939},{ENSG00000162441},{ENSG00000162444},{ENSG00000171603},{ENSG00000171608},{ENSG00000171612},{ENSG00000171621},{ENSG00000173614},{ENSG00000178585},{ENSG00000188807}"
1375	"Leukemia, Myeloid, Acute"	"{C9orf72},{CAAP1},{EQTN},{IFNK},{IFT74},{LRRC19},{MOB3B},{PLAA},{TEK}"	"{ENSG00000096872},{ENSG00000120156},{ENSG00000120159},{ENSG00000120160},{ENSG00000120162},{ENSG00000137055},{ENSG00000147894},{ENSG00000147896},{ENSG00000184434}"
1376	"Leukemia, Myeloid, Acute"	"{CASC3},{CCR7},{CDC6},{CSF3},{ENSG00000264058},{GJD3},{GSDMA},{GSDMB},{IGFBP4},{KRT10},{KRT12},{KRT20},{KRT222},{KRT24},{KRT25},{KRT26},{KRT27},{KRT28},{LRRC3C},{MED24},{MSL1},{NR1D1},{ORMDL3},{PSMD3},{RAPGEFL1},{RARA},{SMARCE1},{THRA},{TNS4},{TOP2A},{WIPF2}"	"{ENSG00000008838},{ENSG00000073584},{ENSG00000073605},{ENSG00000094804},{ENSG00000108342},{ENSG00000108344},{ENSG00000108349},{ENSG00000108352},{ENSG00000126351},{ENSG00000126353},{ENSG00000126368},{ENSG00000131746},{ENSG00000131747},{ENSG00000131759},{ENSG00000141753},{ENSG00000167914},{ENSG00000167916},{ENSG00000171431},{ENSG00000171446},{ENSG00000171475},{ENSG00000172057},{ENSG00000173908},{ENSG00000183153},{ENSG00000186393},{ENSG00000186395},{ENSG00000187242},{ENSG00000188895},{ENSG00000204897},{ENSG00000204913},{ENSG00000213424},{ENSG00000264058}"
1377	"Leukemia, Myelomonocytic, Chronic"	"{C21orf62},{CRYZL1},{DNAJC28},{DONSON},{ENSG00000249209},{ENSG00000249624},{GART},{IFNAR1},{IFNAR2},{IFNGR2},{IL10RB},{ITSN1},{OLIG1},{OLIG2},{PAXBP1},{SON},{TMEM50B}"	"{ENSG00000142166},{ENSG00000142188},{ENSG00000159086},{ENSG00000159110},{ENSG00000159128},{ENSG00000159131},{ENSG00000159140},{ENSG00000159147},{ENSG00000177692},{ENSG00000184221},{ENSG00000205726},{ENSG00000205758},{ENSG00000205927},{ENSG00000205929},{ENSG00000243646},{ENSG00000249209},{ENSG00000249624}"
1378	"Arthritis, Psoriatic"	"{ANKRD34B},{DHFR},{FAM151B},{MSH3},{RASGRF2},{SERINC5},{SPZ1},{ZFYVE16}"	"{ENSG00000039319},{ENSG00000113318},{ENSG00000113319},{ENSG00000152380},{ENSG00000164299},{ENSG00000164300},{ENSG00000189127},{ENSG00000228716}"
1379	"Arthritis, Psoriatic"	"{EBF1},{IL12B},{RNF145},{UBLCP1}"	"{ENSG00000113302},{ENSG00000145860},{ENSG00000164330},{ENSG00000164332}"
1380	"Arthritis, Psoriatic"	"{EFHC1},{IL17A},{IL17F},{MCM3},{PAQR8},{PKHD1},{TMEM14A},{TRAM2}"	"{ENSG00000065308},{ENSG00000096092},{ENSG00000096093},{ENSG00000112115},{ENSG00000112116},{ENSG00000112118},{ENSG00000170915},{ENSG00000170927}"
1381	"Arthritis, Psoriatic"	"{IL17A},{IL17F},{MCM3},{PKHD1}"	"{ENSG00000112115},{ENSG00000112116},{ENSG00000112118},{ENSG00000170927}"
1382	"Arthritis, Psoriatic"	"{ADA2},{ATP6V1E1},{CECR2},{GAB4},{HDHD5},{IL17RA},{SLC25A18},{TMEM121B},{XKR3}"	"{ENSG00000069998},{ENSG00000093072},{ENSG00000099954},{ENSG00000131100},{ENSG00000172967},{ENSG00000177663},{ENSG00000182902},{ENSG00000183307},{ENSG00000215568}"
1383	"Arthritis, Psoriatic"	"{ANKRD52},{APOF},{ATP5F1B},{BAZ2A},{CDK2},{CNPY2},{COQ10A},{CS},{DGKA},{ENSG00000144785},{ENSG00000257411},{ENSG00000285528},{ENSG00000285625},{ERBB3},{ESYT1},{GLS2},{HSD17B6},{IKZF4},{IL23A},{MIP},{MYL6},{MYL6B},{NABP2},{NACA},{PA2G4},{PAN2},{PMEL},{PRIM1},{PTGES3},{PYM1},{RAB5B},{RBMS2},{RNF41},{RPL41},{RPS26},{SLC39A5},{SMARCC2},{SPRYD4},{STAT2},{SUOX},{TIMELESS},{ZC3H10}"	"{ENSG00000025423},{ENSG00000062485},{ENSG00000065357},{ENSG00000065361},{ENSG00000076067},{ENSG00000076108},{ENSG00000092841},{ENSG00000110944},{ENSG00000110955},{ENSG00000110958},{ENSG00000111540},{ENSG00000111602},{ENSG00000123374},{ENSG00000123411},{ENSG00000135423},{ENSG00000135469},{ENSG00000135473},{ENSG00000135482},{ENSG00000135517},{ENSG00000139531},{ENSG00000139540},{ENSG00000139579},{ENSG00000139613},{ENSG00000139641},{ENSG00000139645},{ENSG00000144785},{ENSG00000170473},{ENSG00000170515},{ENSG00000170581},{ENSG00000175336},{ENSG00000176422},{ENSG00000181852},{ENSG00000185664},{ENSG00000196465},{ENSG00000196531},{ENSG00000197728},{ENSG00000198056},{ENSG00000229117},{ENSG00000257411},{ENSG00000257727},{ENSG00000285528},{ENSG00000285625}"
1384	"Arthritis, Psoriatic"	"{AK4},{CACHD1},{DNAJC6},{JAK1},{RAVER2}"	"{ENSG00000116675},{ENSG00000158966},{ENSG00000162433},{ENSG00000162434},{ENSG00000162437}"
1385	"Arthritis, Psoriatic"	"{ARRDC2},{B3GNT3},{BST2},{CCDC124},{CCDC194},{COLGALT1},{ENSG00000268173},{ENSG00000269035},{ENSG00000284797},{ENSG00000285188},{FCHO1},{GTPBP3},{IFI30},{IL12RB1},{INSL3},{IQCN},{JAK3},{JUND},{KCNN1},{LSM4},{MAP1S},{MAST3},{MPV17L2},{MVB12A},{NIBAN3},{NXNL1},{PDE4C},{PGLS},{PIK3R2},{PLVAP},{RAB3A},{RPL18A},{SLC27A1},{SLC5A5},{TMEM221},{UNC13A}"	"{ENSG00000007080},{ENSG00000096996},{ENSG00000099308},{ENSG00000105639},{ENSG00000105640},{ENSG00000105641},{ENSG00000105642},{ENSG00000105643},{ENSG00000105647},{ENSG00000105649},{ENSG00000105650},{ENSG00000130299},{ENSG00000130300},{ENSG00000130303},{ENSG00000130304},{ENSG00000130309},{ENSG00000130313},{ENSG00000130475},{ENSG00000130477},{ENSG00000130479},{ENSG00000130518},{ENSG00000130520},{ENSG00000130522},{ENSG00000141971},{ENSG00000167483},{ENSG00000171773},{ENSG00000179913},{ENSG00000188051},{ENSG00000216490},{ENSG00000248099},{ENSG00000254858},{ENSG00000268173},{ENSG00000269035},{ENSG00000269720},{ENSG00000284797},{ENSG00000285188}"
1386	"Arthritis, Psoriatic"	"{ARHGAP26},{HMHB1},{NR3C1}"	"{ENSG00000113580},{ENSG00000145819},{ENSG00000158497}"
1387	"Arthritis, Psoriatic"	"{ANGPTL6},{AP1M2},{ATG4D},{C19orf38},{CARM1},{CDC37},{CDKN2D},{COL5A3},{DNM2},{DNMT1},{EIF3G},{ENSG00000167807},{ENSG00000267303},{FDX2},{ICAM1},{ICAM3},{ICAM4},{ICAM5},{ILF3},{KEAP1},{KRI1},{MRPL4},{P2RY11},{PDE4A},{PPAN},{PPAN-P2RY11},{QTRT1},{RAVER1},{RDH8},{S1PR2},{S1PR5},{SHFL},{SLC44A2},{TIMM29},{TMED1},{TYK2},{YIPF2},{ZGLP1}"	"{ENSG00000065989},{ENSG00000076662},{ENSG00000079805},{ENSG00000079999},{ENSG00000080511},{ENSG00000080573},{ENSG00000090339},{ENSG00000099203},{ENSG00000105364},{ENSG00000105371},{ENSG00000105376},{ENSG00000105397},{ENSG00000105401},{ENSG00000129347},{ENSG00000129351},{ENSG00000129353},{ENSG00000129354},{ENSG00000129355},{ENSG00000130733},{ENSG00000130734},{ENSG00000130810},{ENSG00000130811},{ENSG00000130812},{ENSG00000130813},{ENSG00000130816},{ENSG00000142444},{ENSG00000142453},{ENSG00000161847},{ENSG00000167807},{ENSG00000180739},{ENSG00000213339},{ENSG00000214212},{ENSG00000220201},{ENSG00000243207},{ENSG00000244165},{ENSG00000267303},{ENSG00000267534},{ENSG00000267673}"
1388	"Arthritis, Psoriatic"	"{LEPR},{PDE4B},{SGIP1}"	"{ENSG00000116678},{ENSG00000118473},{ENSG00000184588}"
1389	"Arthritis, Psoriatic"	"{ARRDC2},{B3GNT3},{CCDC124},{CRLF1},{CRTC1},{ELL},{ENSG00000268173},{ENSG00000284797},{ENSG00000285188},{FCHO1},{FKBP8},{GDF15},{IFI30},{IL12RB1},{INSL3},{IQCN},{ISYNA1},{JAK3},{JUND},{KCNN1},{KLHL26},{KXD1},{LRRC25},{LSM4},{MAP1S},{MAST3},{MPV17L2},{PDE4C},{PGPEP1},{PIK3R2},{RAB3A},{REX1BD},{RPL18A},{SLC5A5},{SSBP4},{TMEM59L},{UBA52}"	"{ENSG00000006015},{ENSG00000006016},{ENSG00000007080},{ENSG00000096996},{ENSG00000099308},{ENSG00000105639},{ENSG00000105640},{ENSG00000105641},{ENSG00000105642},{ENSG00000105643},{ENSG00000105647},{ENSG00000105649},{ENSG00000105650},{ENSG00000105655},{ENSG00000105656},{ENSG00000105662},{ENSG00000105696},{ENSG00000105700},{ENSG00000105701},{ENSG00000130475},{ENSG00000130479},{ENSG00000130511},{ENSG00000130513},{ENSG00000130517},{ENSG00000130518},{ENSG00000130520},{ENSG00000130522},{ENSG00000167487},{ENSG00000175489},{ENSG00000179913},{ENSG00000216490},{ENSG00000221983},{ENSG00000248099},{ENSG00000254858},{ENSG00000268173},{ENSG00000284797},{ENSG00000285188}"
1390	"Arthritis, Psoriatic"	"{PDE4D}"	"{ENSG00000113448}"
