"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
576	"Dyskinesia, Drug-Induced"	"{CAPS},{CATSPERD},{DUS3L},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740},{FUT3},{FUT5},{FUT6},{HSD11B1L},{KDM4B},{LONP1},{MICOS13},{NDUFA11},{NRTN},{PRR22},{PTPRS},{RANBP3},{RFX2},{RPL36},{SAFB},{SAFB2},{TINCR},{VMAC},{ZNRF4}"	"{ENSG00000031823},{ENSG00000087903},{ENSG00000105426},{ENSG00000105428},{ENSG00000105519},{ENSG00000127663},{ENSG00000130254},{ENSG00000130255},{ENSG00000130383},{ENSG00000141994},{ENSG00000156413},{ENSG00000160633},{ENSG00000167733},{ENSG00000171119},{ENSG00000171124},{ENSG00000174886},{ENSG00000174898},{ENSG00000174917},{ENSG00000187650},{ENSG00000196365},{ENSG00000212123},{ENSG00000223573},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740}"
577	"Anxiety Disorders"	"{CAPS},{CATSPERD},{DUS3L},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740},{FUT3},{FUT5},{FUT6},{HSD11B1L},{KDM4B},{LONP1},{MICOS13},{NDUFA11},{NRTN},{PRR22},{PTPRS},{RANBP3},{RFX2},{RPL36},{SAFB},{SAFB2},{TINCR},{VMAC},{ZNRF4}"	"{ENSG00000031823},{ENSG00000087903},{ENSG00000105426},{ENSG00000105428},{ENSG00000105519},{ENSG00000127663},{ENSG00000130254},{ENSG00000130255},{ENSG00000130383},{ENSG00000141994},{ENSG00000156413},{ENSG00000160633},{ENSG00000167733},{ENSG00000171119},{ENSG00000171124},{ENSG00000174886},{ENSG00000174898},{ENSG00000174917},{ENSG00000187650},{ENSG00000196365},{ENSG00000212123},{ENSG00000223573},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740}"
578	"Hemophilia B"	"{ACSBG2},{CAPS},{CATSPERD},{DUS3L},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740},{FUT3},{FUT5},{FUT6},{HSD11B1L},{LONP1},{MICOS13},{NDUFA11},{NRTN},{PRR22},{PTPRS},{RANBP3},{RFX2},{RPL36},{SAFB},{SAFB2},{TINCR},{VMAC},{ZNRF4}"	"{ENSG00000031823},{ENSG00000087903},{ENSG00000105426},{ENSG00000105428},{ENSG00000105519},{ENSG00000130254},{ENSG00000130255},{ENSG00000130377},{ENSG00000130383},{ENSG00000141994},{ENSG00000156413},{ENSG00000160633},{ENSG00000167733},{ENSG00000171119},{ENSG00000171124},{ENSG00000174886},{ENSG00000174898},{ENSG00000174917},{ENSG00000187650},{ENSG00000196365},{ENSG00000212123},{ENSG00000223573},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740}"
579	"Lymphoma"	"{ACSBG2},{CAPS},{CATSPERD},{DUS3L},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740},{FUT3},{FUT5},{FUT6},{HSD11B1L},{LONP1},{MICOS13},{MLLT1},{NDUFA11},{NRTN},{PRR22},{PTPRS},{RANBP3},{RFX2},{RPL36},{SAFB},{SAFB2},{TINCR},{VMAC},{ZNRF4}"	"{ENSG00000031823},{ENSG00000087903},{ENSG00000105426},{ENSG00000105428},{ENSG00000105519},{ENSG00000130254},{ENSG00000130255},{ENSG00000130377},{ENSG00000130382},{ENSG00000130383},{ENSG00000141994},{ENSG00000156413},{ENSG00000160633},{ENSG00000167733},{ENSG00000171119},{ENSG00000171124},{ENSG00000174886},{ENSG00000174898},{ENSG00000174917},{ENSG00000187650},{ENSG00000196365},{ENSG00000212123},{ENSG00000223573},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740}"
580	"Pediatric autoimmune diseases (psoriasis)"	"{ACSBG2},{CAPS},{CATSPERD},{DUS3L},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740},{FUT3},{FUT5},{FUT6},{HSD11B1L},{LONP1},{MICOS13},{MLLT1},{NDUFA11},{NRTN},{PRR22},{PTPRS},{RANBP3},{RFX2},{RPL36},{SAFB},{SAFB2},{TINCR},{VMAC},{ZNRF4}"	"{ENSG00000031823},{ENSG00000087903},{ENSG00000105426},{ENSG00000105428},{ENSG00000105519},{ENSG00000130254},{ENSG00000130255},{ENSG00000130377},{ENSG00000130382},{ENSG00000130383},{ENSG00000141994},{ENSG00000156413},{ENSG00000160633},{ENSG00000167733},{ENSG00000171119},{ENSG00000171124},{ENSG00000174886},{ENSG00000174898},{ENSG00000174917},{ENSG00000187650},{ENSG00000196365},{ENSG00000212123},{ENSG00000223573},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740}"
581	"Factor XI Deficiency"	"{ACSBG2},{CAPS},{CATSPERD},{DUS3L},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740},{FUT3},{FUT5},{FUT6},{HSD11B1L},{LONP1},{MICOS13},{MLLT1},{NDUFA11},{NRTN},{PRR22},{PTPRS},{RANBP3},{RFX2},{RPL36},{SAFB},{SAFB2},{TINCR},{VMAC},{ZNRF4}"	"{ENSG00000031823},{ENSG00000087903},{ENSG00000105426},{ENSG00000105428},{ENSG00000105519},{ENSG00000130254},{ENSG00000130255},{ENSG00000130377},{ENSG00000130382},{ENSG00000130383},{ENSG00000141994},{ENSG00000156413},{ENSG00000160633},{ENSG00000167733},{ENSG00000171119},{ENSG00000171124},{ENSG00000174886},{ENSG00000174898},{ENSG00000174917},{ENSG00000187650},{ENSG00000196365},{ENSG00000212123},{ENSG00000223573},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740}"
582	"Inflammatory Bowel Diseases"	"{ACSBG2},{CAPS},{CATSPERD},{DUS3L},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740},{FUT3},{FUT5},{FUT6},{HSD11B1L},{LONP1},{MICOS13},{MLLT1},{NDUFA11},{NRTN},{PRR22},{PTPRS},{RANBP3},{RFX2},{RPL36},{SAFB},{SAFB2},{TINCR},{VMAC},{ZNRF4}"	"{ENSG00000031823},{ENSG00000087903},{ENSG00000105426},{ENSG00000105428},{ENSG00000105519},{ENSG00000130254},{ENSG00000130255},{ENSG00000130377},{ENSG00000130382},{ENSG00000130383},{ENSG00000141994},{ENSG00000156413},{ENSG00000160633},{ENSG00000167733},{ENSG00000171119},{ENSG00000171124},{ENSG00000174886},{ENSG00000174898},{ENSG00000174917},{ENSG00000187650},{ENSG00000196365},{ENSG00000212123},{ENSG00000223573},{ENSG00000267157},{ENSG00000267314},{ENSG00000267740}"
583	"Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels) (S-DDCT concentration) (Didemethylcitalopram)"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CCL25},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000131142},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
584	"Menopause"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
585	"hearing loss"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR1M1},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170929},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
586	"Spondylitis, Ankylosing"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR1M1},{OR2Z1},{OR7G2},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170923},{ENSG00000170929},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
587	"Bardet-Biedl Syndrome"	"{APOC1},{APOC2},{APOC4},{APOC4-APOC2},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CEACAM16},{CEACAM19},{CEACAM20},{CKM},{CLASRP},{CLPTM1},{ENSG00000267173},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NECTIN2},{NKPD1},{PPP1R13L},{PPP1R37},{PVR},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF285},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000224916},{ENSG00000234906},{ENSG00000267173},{ENSG00000267467},{ENSG00000267508},{ENSG00000273777},{ENSG00000278318},{ENSG00000283632}"
588	"Squamous cell carcinoma"	"{APOC1},{APOC2},{APOC4},{APOC4-APOC2},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CEACAM16},{CEACAM19},{CEACAM20},{CKM},{CLASRP},{CLPTM1},{ENSG00000267173},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NECTIN2},{NKPD1},{PPP1R13L},{PPP1R37},{PVR},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF285},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000224916},{ENSG00000234906},{ENSG00000267173},{ENSG00000267467},{ENSG00000267508},{ENSG00000273777},{ENSG00000278318},{ENSG00000283632}"
589	"PC aa C32:2 (Phosphatidyl choline PC(14:0/18:2(9Z,12Z)) is a specific example)"	"{APOC1},{APOC2},{APOC4},{APOC4-APOC2},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CEACAM16},{CEACAM19},{CEACAM20},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NECTIN2},{NKPD1},{POLR1G},{PPP1R13L},{PPP1R37},{PVR},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000224916},{ENSG00000234906},{ENSG00000267467},{ENSG00000273777},{ENSG00000278318},{ENSG00000283632}"
590	"Thyroid Neoplasms"	"{APOC1},{APOC2},{APOC4},{APOC4-APOC2},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CEACAM16},{CEACAM19},{CEACAM20},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NECTIN2},{NKPD1},{POLR1G},{PPP1R13L},{PPP1R37},{PVR},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000224916},{ENSG00000234906},{ENSG00000267467},{ENSG00000273777},{ENSG00000278318},{ENSG00000283632}"
591	"Tuberous Sclerosis"	"{APOC1},{APOC2},{APOC4},{APOC4-APOC2},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CEACAM16},{CEACAM19},{CEACAM20},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NECTIN2},{NKPD1},{POLR1G},{PPP1R13L},{PPP1R37},{PVR},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000224916},{ENSG00000234906},{ENSG00000267467},{ENSG00000273777},{ENSG00000283632}"
592	"wrist fracture"	"{APOC1},{APOC2},{APOC4},{APOC4-APOC2},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CEACAM16},{CEACAM19},{CEACAM20},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{FOSB},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NECTIN2},{NKPD1},{POLR1G},{PPM1N},{PPP1R13L},{PPP1R37},{PVR},{RELB},{RTN2},{TOMM40},{TRAPPC6A},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000125740},{ENSG00000125744},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213889},{ENSG00000213892},{ENSG00000216588},{ENSG00000224916},{ENSG00000234906},{ENSG00000267467},{ENSG00000273777},{ENSG00000283632}"
593	"Fasting glucose-related traits (FPG) (D-Glucose)"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CCL25},{CD320},{CERS4},{CTXN1},{ELAVL1},{ENSG00000167774},{EVI5L},{FBN3},{HNRNPM},{KANK3},{LRRC8E},{MAP2K7},{MARCHF2},{MBD3L1},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{PRR36},{RAB11B},{RPS28},{SNAPC2},{TGFBR3L},{TIMM44},{ZNF414},{ZNF558}"	"{ENSG00000066044},{ENSG00000076984},{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000104976},{ENSG00000104980},{ENSG00000131142},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000142459},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000171017},{ENSG00000178531},{ENSG00000181733},{ENSG00000181786},{ENSG00000183248},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000260001},{ENSG00000267855},{ENSG00000268480}"
594	"alcohol consumption (alcohol consumption measurement)"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CCL25},{CD320},{CERS4},{CTXN1},{ELAVL1},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{LRRC8E},{MAP2K7},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{SNAPC2},{TGFBR3L},{TIMM44},{ZNF414},{ZNF558}"	"{ENSG00000066044},{ENSG00000076984},{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000104976},{ENSG00000104980},{ENSG00000131142},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000171017},{ENSG00000178531},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000260001},{ENSG00000267855},{ENSG00000268480}"
595	"Psoriatic arthropathy    (psoriatic arthritis)"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CCL25},{CD320},{CERS4},{CTXN1},{ELAVL1},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{LRRC8E},{MAP2K7},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{SNAPC2},{TGFBR3L},{TIMM44},{ZNF414},{ZNF558}"	"{ENSG00000066044},{ENSG00000076984},{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000104976},{ENSG00000104980},{ENSG00000131142},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000171017},{ENSG00000178531},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000260001},{ENSG00000267855},{ENSG00000268480}"
596	"Psoriasis   "	"{ACTL9},{ADAMTS10},{ANGPTL4},{CCL25},{CD320},{CERS4},{CTXN1},{ELAVL1},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MAP2K7},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{SNAPC2},{TGFBR3L},{TIMM44},{ZNF414},{ZNF558}"	"{ENSG00000066044},{ENSG00000076984},{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000104976},{ENSG00000104980},{ENSG00000131142},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000178531},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000260001},{ENSG00000267855},{ENSG00000268480}"
597	"Basophil count"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CCL25},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000131142},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
598	"Dementia"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CCL25},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000131142},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
599	"Age-related diseases, mortality and associated endophenotypes (diabetes mellitus)"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
600	"Interleukin-18 levels (interleukin 18 measurement)"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR1M1},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170929},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
601	"Skin changes due to chronic exposure to nonionizing radiation"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CD320},{CERS4},{ENSG00000167774},{FBN3},{HNRNPM},{KANK3},{MARCHF2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{NFILZ},{OR1M1},{OR2Z1},{OR7G2},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170923},{ENSG00000170929},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855},{ENSG00000268480}"
602	"Thrombosis (pulmonary embolism)"	"{CACNG6},{CACNG7},{CACNG8},{CNOT3},{DPRX},{LENG1},{LILRA6},{LILRB2},{LILRB3},{LILRB5},{MBOAT7},{MYADM},{NDUFA3},{NLRP12},{OSCAR},{PRKCG},{PRPF31},{RPS9},{TARM1},{TFPT},{TMC4},{TSEN34},{VSTM1},{ZNF331},{ZNF525},{ZNF761},{ZNF765},{ZNF813},{ZNF845}"	"{ENSG00000088038},{ENSG00000105605},{ENSG00000105609},{ENSG00000105617},{ENSG00000105618},{ENSG00000105619},{ENSG00000125505},{ENSG00000126583},{ENSG00000130433},{ENSG00000130844},{ENSG00000131042},{ENSG00000142405},{ENSG00000142408},{ENSG00000160336},{ENSG00000167608},{ENSG00000170889},{ENSG00000170892},{ENSG00000170906},{ENSG00000170909},{ENSG00000179820},{ENSG00000189068},{ENSG00000196417},{ENSG00000198346},{ENSG00000203326},{ENSG00000204577},{ENSG00000204595},{ENSG00000213799},{ENSG00000244482},{ENSG00000248385}"
603	"Ischemic heart disease (coronary artery disease)"	"{CACNG6},{CACNG7},{CACNG8},{CNOT3},{DPRX},{LENG1},{LILRA5},{LILRA6},{LILRB2},{LILRB3},{LILRB5},{MBOAT7},{MYADM},{NDUFA3},{NLRP12},{OSCAR},{PRKCG},{PRPF31},{RPS9},{TARM1},{TFPT},{TMC4},{TSEN34},{VSTM1},{ZNF331},{ZNF525},{ZNF761},{ZNF765},{ZNF813},{ZNF845}"	"{ENSG00000088038},{ENSG00000105605},{ENSG00000105609},{ENSG00000105617},{ENSG00000105618},{ENSG00000105619},{ENSG00000125505},{ENSG00000126583},{ENSG00000130433},{ENSG00000130844},{ENSG00000131042},{ENSG00000142405},{ENSG00000142408},{ENSG00000160336},{ENSG00000167608},{ENSG00000170889},{ENSG00000170892},{ENSG00000170906},{ENSG00000170909},{ENSG00000179820},{ENSG00000187116},{ENSG00000189068},{ENSG00000196417},{ENSG00000198346},{ENSG00000203326},{ENSG00000204577},{ENSG00000204595},{ENSG00000213799},{ENSG00000244482},{ENSG00000248385}"
